============= Dilithium-III
[0m[1;31m     LWE instance generation    [0m
n=1280	m=1536	q=8380417
dim = 2654, m = 1373, dvol = 19371.02384334926, β = 623.6116
Generate gs-lengths by GSA assumption...enumbs min_G_prec = 0.001
 Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
v1. beta_start= 50, gap = 1, J = 100, J_gap = 3, cost_model = 1, max_loop = 1, threads = 60, G_prec = 1.000000e-03,  slope_prec = 1.000000e-04,  progressive_sieve = True, worst_case = 0, succ_prob = 0.999, Find minimal time cost strategy, average_case, theo_pnjbkz_d4f = 2, theo_pump_d4f = 2, list_decoding = `matzov22`. 
 index:        2, (  57,   4): (  50, 100) --> (1499,   1), goal index:     1363, cost = 
 index:     6401, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7750, cost = 
 index:     6402, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7771, cost = 
 index:     6403, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7741, cost = 
 index:     6404, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7753, cost = 
 index:     6405, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7769, cost = 
 index:     6406, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7770, cost = 
 index:     6407, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7740, cost = 
 index:     6408, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7760, cost = 
 index:     6409, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7782, cost = 
 index:     6410, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7796, cost = 
 index:     6411, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7744, cost = 
 index:     6412, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7770, cost = 
 index:     6413, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7748, cost = 
 index:     6414, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7770, cost = 
 index:     6415, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7775, cost = 
 index:     6416, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7767, cost = 
 index:     6417, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7792, cost = 
 index:     6418, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7795, cost = 
 index:     6419, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7794, cost = 
 index:     6420, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7755, cost = 
 index:     6421, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7757, cost = 
 index:     6422, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7772, cost = 
 index:     6423, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7792, cost = 
 index:     6424, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7764, cost = 
 index:     6425, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7774, cost = 
 index:     6426, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7789, cost = 
 index:     6427, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7790, cost = 
 index:     6428, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7763, cost = 
 index:     6429, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7782, cost = 
 index:     6430, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7803, cost = 
 index:     6431, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7816, cost = 
 index:     6432, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7767, cost = 
 index:     6433, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7792, cost = 
 index:     6434, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7771, cost = 
 index:     6435, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7792, cost = 
 index:     6436, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7793, cost = 
 index:     6437, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7784, cost = 
 index:     6438, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7808, cost = 
 index:     6439, ( 108,   4): ( 100, 100) --> (1499,   1), goal index:     7808, cost = 
 index:     6440, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7810, cost = 
 index:     6441, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7827, cost = 
 index:     6442, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7820, cost = 
 index:     6443, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7833, cost = 
 index:     6444, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7778, cost = 
 index:     6445, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7780, cost = 
 index:     6446, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7794, cost = 
 index:     6447, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7814, cost = 
 index:     6448, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7787, cost = 
 index:     6449, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7797, cost = 
 index:     6450, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7812, cost = 
 index:     6451, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7813, cost = 
 index:     6452, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7786, cost = 
 index:     6453, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7805, cost = 
 index:     6454, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7825, cost = 
 index:     6455, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7837, cost = 
 index:     6456, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7790, cost = 
 index:     6457, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7815, cost = 
 index:     6458, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7794, cost = 
 index:     6459, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7815, cost = 
 index:     6460, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7815, cost = 
 index:     6461, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7806, cost = 
 index:     6462, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7821, cost = 
 index:     6463, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7835, cost = 
 index:     6464, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7852, cost = 
 index:     6465, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7842, cost = 
 index:     6466, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7831, cost = 
 index:     6467, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7800, cost = 
 index:     6468, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7802, cost = 
 index:     6469, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7816, cost = 
 index:     6470, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7836, cost = 
 index:     6471, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7809, cost = 
 index:     6472, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7819, cost = 
 index:     6473, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7833, cost = 
 index:     6474, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7834, cost = 
 index:     6475, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7808, cost = 
 index:     6476, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7827, cost = 
 index:     6477, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7847, cost = 
 index:     6478, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7859, cost = 
 index:     6479, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7812, cost = 
 index:     6480, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7837, cost = 
 index:     6481, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7814, cost = 
 index:     6482, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7836, cost = 
 index:     6483, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7826, cost = 
 index:     6484, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7842, cost = 
 index:     6485, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7856, cost = 
 index:     6486, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7873, cost = 
 index:     6487, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7862, cost = 
 index:     6488, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7850, cost = 
 index:     6489, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7821, cost = 
 index:     6490, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7823, cost = 
 index:     6491, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7837, cost = 
 index:     6492, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7857, cost = 
 index:     6493, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7830, cost = 
 index:     6494, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7839, cost = 
 index:     6495, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7853, cost = 
 index:     6496, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7854, cost = 
 index:     6497, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7829, cost = 
 index:     6498, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7848, cost = 
 index:     6499, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7868, cost = 
 index:     6500, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7879, cost = 
 index:     6501, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7833, cost = 
 index:     6502, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7836, cost = 
 index:     6503, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7857, cost = 
 index:     6504, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7847, cost = 
 index:     6505, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7863, cost = 
 index:     6506, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7877, cost = 
 index:     6507, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7893, cost = 
 index:     6508, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7881, cost = 
 index:     6509, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7868, cost = 
 index:     6510, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7846, cost = 
 index:     6511, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7847, cost = 
 index:     6512, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7861, cost = 
 index:     6513, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7880, cost = 
 index:     6514, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7853, cost = 
 index:     6515, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7863, cost = 
 index:     6516, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7876, cost = 
 index:     6517, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7876, cost = 
 index:     6518, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7854, cost = 
 index:     6519, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7871, cost = 
 index:     6520, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7890, cost = 
 index:     6521, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7900, cost = 
 index:     6522, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7858, cost = 
 index:     6523, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7860, cost = 
 index:     6524, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7881, cost = 
 index:     6525, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7870, cost = 
 index:     6526, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7886, cost = 
 index:     6527, ( 109,   4): ( 101, 100) --> (1499,   1), goal index:     7898, cost = 
 index:     6528, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7913, cost = 
 index:     6529, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7900, cost = 
 index:     6530, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7888, cost = 
 index:     6531, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7891, cost = 
 index:     6532, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7903, cost = 
 index:     6533, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7918, cost = 
 index:     6534, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7909, cost = 
 index:     6535, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7892, cost = 
 index:     6536, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7872, cost = 
 index:     6537, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7873, cost = 
 index:     6538, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7886, cost = 
 index:     6539, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7905, cost = 
 index:     6540, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7878, cost = 
 index:     6541, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7888, cost = 
 index:     6542, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7901, cost = 
 index:     6543, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7901, cost = 
 index:     6544, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7880, cost = 
 index:     6545, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7897, cost = 
 index:     6546, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7916, cost = 
 index:     6547, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7925, cost = 
 index:     6548, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7884, cost = 
 index:     6549, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7886, cost = 
 index:     6550, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7907, cost = 
 index:     6551, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7894, cost = 
 index:     6552, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7912, cost = 
 index:     6553, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7924, cost = 
 index:     6554, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7939, cost = 
 index:     6555, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7928, cost = 
 index:     6556, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7911, cost = 
 index:     6557, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7917, cost = 
 index:     6558, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7929, cost = 
 index:     6559, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7944, cost = 
 index:     6560, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7935, cost = 
 index:     6561, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7916, cost = 
 index:     6562, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7898, cost = 
 index:     6563, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7899, cost = 
 index:     6564, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7912, cost = 
 index:     6565, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7930, cost = 
 index:     6566, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7904, cost = 
 index:     6567, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7914, cost = 
 index:     6568, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7927, cost = 
 index:     6569, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7925, cost = 
 index:     6570, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7906, cost = 
 index:     6571, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7923, cost = 
 index:     6572, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7942, cost = 
 index:     6573, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7950, cost = 
 index:     6574, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7910, cost = 
 index:     6575, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7912, cost = 
 index:     6576, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7933, cost = 
 index:     6577, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7919, cost = 
 index:     6578, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7938, cost = 
 index:     6579, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7949, cost = 
 index:     6580, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7964, cost = 
 index:     6581, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7952, cost = 
 index:     6582, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7933, cost = 
 index:     6583, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7944, cost = 
 index:     6584, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7954, cost = 
 index:     6585, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7969, cost = 
 index:     6586, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7958, cost = 
 index:     6587, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7940, cost = 
 index:     6588, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7924, cost = 
 index:     6589, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7925, cost = 
 index:     6590, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7938, cost = 
 index:     6591, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7956, cost = 
 index:     6592, ( 111,   4): ( 102, 100) --> (1499,   1), goal index:     7930, cost = 
